Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200509,ata airlines,tz,ata airlines,tz,domestic,us,deplaned,low fare,terminal 1,b,17341,deplaned,17341,2005,september
200509,ata airlines,tz,ata airlines,tz,domestic,us,enplaned,low fare,terminal 1,b,18541,enplaned,18541,2005,september
200509,ata airlines,tz,ata airlines,tz,domestic,us,thru / transit,low fare,terminal 1,b,4412,thru / transit * 2,8824,2005,september
200509,air canada,ac,air canada,ac,international,canada,deplaned,other,terminal 1,b,24473,deplaned,24473,2005,september
200509,air canada,ac,air canada,ac,international,canada,enplaned,other,terminal 1,b,26120,enplaned,26120,2005,september
200509,air china,ca,air china,ca,international,asia,deplaned,other,international,g,4416,deplaned,4416,2005,september
200509,air china,ca,air china,ca,international,asia,enplaned,other,international,g,4568,enplaned,4568,2005,september
200509,air france,af,air france,af,international,europe,deplaned,other,international,a,10731,deplaned,10731,2005,september
200509,air france,af,air france,af,international,europe,enplaned,other,international,a,11337,enplaned,11337,2005,september
200509,air new zealand,nz,air new zealand,nz,international,australia / oceania,deplaned,other,international,g,4565,deplaned,4565,2005,september
200509,air new zealand,nz,air new zealand,nz,international,australia / oceania,enplaned,other,international,g,4295,enplaned,4295,2005,september
200509,airtran airways,fl,airtran airways,fl,domestic,us,deplaned,low fare,international,a,7057,deplaned,7057,2005,september
200509,airtran airways,fl,airtran airways,fl,domestic,us,enplaned,low fare,international,a,6806,enplaned,6806,2005,september
200509,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,international,a,31117,deplaned,31117,2005,september
200509,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,international,a,33742,enplaned,33742,2005,september
200509,alaska airlines,as,alaska airlines,as,domestic,us,thru / transit,other,international,a,3843,thru / transit * 2,7686,2005,september
200509,alaska airlines,as,alaska airlines,as,international,canada,deplaned,other,international,a,6635,deplaned,6635,2005,september
200509,alaska airlines,as,alaska airlines,as,international,canada,enplaned,other,international,a,7783,enplaned,7783,2005,september
200509,alaska airlines,as,alaska airlines,as,international,canada,thru / transit,other,international,a,161,thru / transit * 2,322,2005,september
200509,alaska airlines,as,alaska airlines,as,international,mexico,deplaned,other,international,a,5446,deplaned,5446,2005,september
200509,alaska airlines,as,alaska airlines,as,international,mexico,enplaned,other,international,a,7674,enplaned,7674,2005,september
200509,alaska airlines,as,alaska airlines,as,international,mexico,thru / transit,other,international,a,1504,thru / transit * 2,3008,2005,september
200509,all nippon airways,nh,all nippon airways,nh,international,asia,deplaned,other,international,g,5875,deplaned,5875,2005,september
200509,all nippon airways,nh,all nippon airways,nh,international,asia,enplaned,other,international,g,5960,enplaned,5960,2005,september
200509,american airlines,aa,american airlines,aa,domestic,us,deplaned,other,terminal 3,e,135043,deplaned,135043,2005,september
200509,american airlines,aa,american airlines,aa,domestic,us,enplaned,other,terminal 3,e,135944,enplaned,135944,2005,september
200509,american eagle airlines,mq,american airlines,aa,domestic,us,deplaned,other,terminal 3,e,4240,deplaned,4240,2005,september
200509,american eagle airlines,mq,american airlines,aa,domestic,us,enplaned,other,terminal 3,e,4166,enplaned,4166,2005,september
200509,asiana airlines,oz,asiana airlines,oz,international,asia,deplaned,other,international,a,4792,deplaned,4792,2005,september
200509,asiana airlines,oz,asiana airlines,oz,international,asia,enplaned,other,international,a,5140,enplaned,5140,2005,september
200509,belair airlines,4t,belair airlines,4t,international,europe,deplaned,other,international,a,108,deplaned,108,2005,september
200509,belair airlines,4t,belair airlines,4t,international,europe,enplaned,other,international,a,315,enplaned,315,2005,september
200509,british airways,ba,british airways,ba,international,europe,deplaned,other,international,a,20455,deplaned,20455,2005,september
200509,british airways,ba,british airways,ba,international,europe,enplaned,other,international,a,20635,enplaned,20635,2005,september
200509,cathay pacific,cx,cathay pacific,cx,international,asia,deplaned,other,international,a,8370,deplaned,8370,2005,september
200509,cathay pacific,cx,cathay pacific,cx,international,asia,enplaned,other,international,a,9874,enplaned,9874,2005,september
200509,china airlines,ci,china airlines,ci,international,asia,deplaned,other,international,a,9154,deplaned,9154,2005,september
200509,china airlines,ci,china airlines,ci,international,asia,enplaned,other,international,a,9486,enplaned,9486,2005,september
200509,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,low fare,terminal 1,c,17291,deplaned,17291,2005,september
200509,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,68347,deplaned,68347,2005,september
200509,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,low fare,terminal 1,c,17453,enplaned,17453,2005,september
200509,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,67160,enplaned,67160,2005,september
200509,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,9931,deplaned,9931,2005,september
200509,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,10752,enplaned,10752,2005,september
200509,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,b,13426,deplaned,13426,2005,september
200509,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,b,12989,enplaned,12989,2005,september
200509,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,terminal 1,c,7735,deplaned,7735,2005,september
200509,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,terminal 1,c,7624,enplaned,7624,2005,september
200509,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,4648,deplaned,4648,2005,september
200509,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,4401,enplaned,4401,2005,september
200509,icelandair,fi,icelandair,fi,international,europe,deplaned,other,international,a,1996,deplaned,1996,2005,september
200509,icelandair,fi,icelandair,fi,international,europe,enplaned,other,international,a,1677,enplaned,1677,2005,september
200509,independence air,dh,independence air,dh,domestic,us,deplaned,low fare,international,a,5218,deplaned,5218,2005,september
200509,independence air,dh,independence air,dh,domestic,us,enplaned,low fare,international,a,5503,enplaned,5503,2005,september
200509,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,7087,deplaned,7087,2005,september
200509,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,8264,enplaned,8264,2005,september
200509,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,9562,deplaned,9562,2005,september
200509,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,9513,enplaned,9513,2005,september
200509,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,4344,deplaned,4344,2005,september
200509,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,3448,enplaned,3448,2005,september
200509,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,20535,deplaned,20535,2005,september
200509,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,21379,enplaned,21379,2005,september
200509,mesa airlines,yv,us airways,us,domestic,us,deplaned,other,terminal 1,b,1781,deplaned,1781,2005,september
200509,mesa airlines,yv,us airways,us,domestic,us,enplaned,other,terminal 1,b,1751,enplaned,1751,2005,september
200509,mexicana airlines,mx,mexicana airlines,mx,international,mexico,deplaned,other,international,g,3986,deplaned,3986,2005,september
200509,mexicana airlines,mx,mexicana airlines,mx,international,mexico,enplaned,other,international,g,4823,enplaned,4823,2005,september
200509,midwest airlines,yx,midwest airlines,yx,domestic,us,deplaned,other,terminal 1,a,2913,deplaned,2913,2005,september
200509,midwest airlines,yx,midwest airlines,yx,domestic,us,enplaned,other,terminal 1,a,2867,enplaned,2867,2005,september
200509,northwest airlines,nw,northwest airlines,nw,domestic,us,deplaned,other,terminal 1,c,48138,deplaned,48138,2005,september
200509,northwest airlines,nw,northwest airlines,nw,domestic,us,enplaned,other,terminal 1,c,47061,enplaned,47061,2005,september
200509,northwest airlines,nw,northwest airlines,nw,international,asia,deplaned,other,international,a,5857,deplaned,5857,2005,september
200509,northwest airlines,nw,northwest airlines,nw,international,asia,enplaned,other,international,a,5615,enplaned,5615,2005,september
200509,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,8323,deplaned,8323,2005,september
200509,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,7875,enplaned,7875,2005,september
200509,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,15259,deplaned,15259,2005,september
200509,singapore airlines,sq,singapore airlines,sq,international,asia,enplaned,other,international,g,14251,enplaned,14251,2005,september
200509,skywest airlines,oo,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,6356,deplaned,6356,2005,september
200509,skywest airlines,oo,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,6666,enplaned,6666,2005,september
200509,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,96832,deplaned,96832,2005,september
200509,skywest airlines,oo,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,95008,enplaned,95008,2005,september
200509,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,deplaned,other,terminal 3,f,3581,deplaned,3581,2005,september
200509,skywest airlines,oo,united airlines - pre 07/01/2013,ua,international,canada,enplaned,other,terminal 3,f,3457,enplaned,3457,2005,september
200509,sun country airlines,sy,sun country airlines,sy,domestic,us,deplaned,low fare,terminal 1,b,3686,deplaned,3686,2005,september
200509,sun country airlines,sy,sun country airlines,sy,domestic,us,enplaned,low fare,terminal 1,b,3592,enplaned,3592,2005,september
200509,taca,ta,taca,ta,international,central america,deplaned,other,international,g,3790,deplaned,3790,2005,september
200509,taca,ta,taca,ta,international,central america,enplaned,other,international,g,3529,enplaned,3529,2005,september
200509,us airways,us,us airways,us,domestic,us,deplaned,other,terminal 1,a,35942,deplaned,35942,2005,september
200509,us airways,us,us airways,us,domestic,us,enplaned,other,terminal 1,a,36632,enplaned,36632,2005,september
200509,us airways,us,us airways,us,domestic,us,deplaned,low fare,terminal 1,b,34782,deplaned,34782,2005,september
200509,us airways,us,us airways,us,domestic,us,enplaned,low fare,terminal 1,b,34761,enplaned,34761,2005,september
200509,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 1,b,50133,deplaned,50133,2005,september
200509,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 1,b,49094,enplaned,49094,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,low fare,terminal 3,e,50351,deplaned,50351,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,e,24678,deplaned,24678,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,low fare,terminal 3,e,50235,enplaned,50235,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,e,23767,enplaned,23767,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,e,483,thru / transit * 2,966,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,deplaned,other,terminal 3,f,357533,deplaned,357533,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,enplaned,other,terminal 3,f,360563,enplaned,360563,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,domestic,us,thru / transit,other,terminal 3,f,8271,thru / transit * 2,16542,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,deplaned,other,international,g,63027,deplaned,63027,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,enplaned,other,international,g,62403,enplaned,62403,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,asia,thru / transit,other,international,g,3163,thru / transit * 2,6326,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,deplaned,other,international,g,8048,deplaned,8048,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,enplaned,other,international,g,7750,enplaned,7750,2005,september
200509,united airlines - pre 07/01/2013,ua,united airlines - pre 07/01/2013,ua,international,australia / oceania,thru / transit,other,international,g,1264,thru / transit * 2,2528,2005,september
